,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Founders,Investor,Unnamed: 9
694,Infra.Market,Real Estate,Series B,20000000.0,Thane,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,2020.0,"Aaditya Sharda, Souvik Sengupta","Trifecta Capital Advisors, Nexus Venture Partners",
695,Info Edge Venture,Finance,Seed,50000000.0,Noida,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",2020.0,Sanjeev Bikhchandani,Lightbox,
696,Clovia,E-Commerce,Series C,4000000.0,Noida,Clovia is the online lingerie retailer,2020.0,"Neha Kant, Pankaj Vermani","Golden Birch Investments, She Capital",
697,Codingal,EdTech,Seed,560000.0,Bengaluru,Coding education platform for K-12 students,2020.0,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",
698,CRED,Finance,Series C,80000000.0,Bengaluru,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,2020.0,Kunal Shah,"General Catalyst, Ribbit Capital",
699,Vistaar Finance,Finance,Seed,30000000.0,Bengaluru,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,2020.0,"Brahmanad, Ramakrishna Nishtala",FMO,
700,Let's Dive,Saas,Seed,1700000.0,Bengaluru,A platform for remote employee engagement and building team culture,2020.0,"Nitesh Agrawal, Om Prakash",Surge,
701,Habitat,EdTech,Seed,600000.0,Delhi,"Habitat, a social learning edtech platform for civil service aspirants",2020.0,"Rohit Pande, Shikhar Sachan","Unitus Ventures, Whiteboard Capital",
702,SAWO Labs,Saas,Seed,600000.0,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,2020.0,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",
703,Signzy,AI,Seed,3000000.0,Bengaluru,Signzy are creating 'building blocks for a Digital Trust system.,2020.0,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",
704,KopyKitab,EdTech,Seed,0.0,Bengaluru,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",2020.0,"Amit Shrivastava, Sumeet Verma","Paula Mariwala, Siddharth Anand",
705,Kyt,EdTech,Seed,2500000.0,Singapore,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,2020.0,"Bhavik Rathod, Tripti Ahuja",Sequoia Capital India’s Surge,
706,Raskik,Catering,Series A,1000000.0,Delhi,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,2020.0,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",
707,GetWork,Human Resources,Seed,40000.0,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2020.0,Rahul Veerwal,India Accelerator,
708,Mobile Premier League (MPL),Gaming,Series B,500000.0,Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2020.0,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",
709,Pravasirojgar,Human Resources,Seed,33000000.0,Delhi,Initiative for blue-collar job workers,2020.0,Sonu Sood,GoodWorker.,
710,Omatra Hotels,Hospitality,Seed,0.0,Kolkata,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,2020.0,"NAVEED AHAMED, SYED SAQQA ABBAS",Capify,
711,Awign,Human Resources,Series B,0.0,Bengaluru,Operations and manpower outsourcing startup,2020.0,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",
712,NewsReach,Digital Media,Seed,1500000.0,Gujarat,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,2020.0,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",
713,Cashfree,FinTech,Series B,35000000.0,Bengaluru,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,2020.0,"Akash Sinha, Reeju Datta","George Osborne, Smilegate Investment",
714,Credgenics,FinTech,Series A,3000000.0,Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",
715,GeoIQ,AI,Seed,300000.0,Bengaluru,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",2020.0,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",
716,Country Delight,Catering,Series C,25000000.0,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,2020.0,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",
717,Quintype,Creative Agency,Series A,3500000.0,Bengaluru,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",2020.0,Chirdeep Shetty,IIFL AMC,
718,CARS24,Business Development,Series E,200000000.0,Haryana,CARS24 is an India-based platform for selling used cars.,2020.0,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings",
719,Astrogate Labs,Aerospace,Seed,0.0,Bengaluru,Astrogate Labs provides high-quality products related to space infrastructure.,2020.0,Seed,"Venture Catalysts, Speciale Invest",
720,Power Gummies,Healthcare,Seed,0.0,Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,2020.0,Divij Bajaj,Venture Catalysts,
721,Cityflo,Transportation,Series A,7000000.0,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,2020.0,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",
722,AlgoBulls,E-Commerce,Seed,200000.0,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,2020.0,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,
723,Credgenics,FinTech,Series A,3000000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",
724,Inntot,IT,Seed,0.0,Kerala,"Inntot Technologies, is a technology driven company.",2020.0,Rajith Nair,Unicorn India Ventures,
725,Ensuredit,FinTech,Series A,300000.0,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,2020.0,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,
726,Shipsy,AI,Series A,6000000.0,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,2020.0,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",
727,ERPNext,IT,Seed,1000000.0,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",2020.0,Rushabh Mehta,Rainmatter,
728,LightSpeedAI,Media and Entertainment,Seed,0.0,Bengaluru,Developer of an optoelectronic processor designed to accelerate AI computations.,2020.0,"Rohin Y, PV Ramana","YourNest, growX ventures",
729,Grip Invest,FinTech,Series A,0.0,Gurugram,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,2020.0,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,
730,Unacademy,EdTech,Seed,0.0,Bengaluru,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,2020.0,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",
731,Yellow Classes,EdTech,Series A,1300000.0,Gurugram,New-age fun-learning platform for kids.,2020.0,"Arpit Mittal, Anshul Gupta",India Quotient,
732,Plum,Healthcare,Seed,4100000.0,Bengaluru,High quality health insurance and health benefits,2020.0,"Abhishek Poddar, Saurabh Arora","Surge, Tanglin Venture Partners",
733,STAGE,Media and Entertainment,Seed,1000000.0,Indore,STAGE is an Indian language content platform for artist-led entertainment.,2020.0,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal",Venture Catalysts,
734,Nykaa,Cosmetics,Seed,0.0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020.0,Falguni Nayar,"Alia Bhatt, Katrina Kaif",
735,Kaagaz Scanner,Apps,Seed,575000.0,Delhi,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,2020.0,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,
736,NIRA,FinTech,Seed,1000000.0,Bengaluru,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",2020.0,"Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",
737,Prolixr,Cosmetics,Seed,0.0,Gurugram,A premium skincare brand committed towards building innovative skin care wellness.,2020.0,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",
738,Byju's,EdTech,Seed,200000000.0,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2020.0,"Byju Raveendran, Divya Gokulnath","Owl Ventures, Tiger Global Management",
739,DaMENSCH,E-Commerce,Seed,6000000.0,Bengaluru,DaMENSCH is a designer and seller of men's apparel.,2020.0,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",
740,Country Delight,Catering,Series C,25000000.0,Haryana,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,2020.0,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India",
741,SignalX,AI,Seed,800000.0,Hyderabad,SignalX offers an artificial intelligence-powered SaaS platform,2020.0,"Govind Balachandran, Zakir Wahab, Piyush Arora","9Unicorns, 3Lines VC, Hyderabad Angels",
742,Lancify,EdTech,Seed,300000.0,Bengaluru,Lancify is building the world's strongest young workforce,2020.0,"Gowtham Sundaresan, Azan Barodawala","Techstars, Techstars Bangalore Accelerator",
743,Krimanshi,Environmental Consulting,Seed,600000.0,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",
744,Instoried,AI,Series A,1000000.0,Bengaluru,Instoried is an augmented writing platform which improves customer interest and engagement.,2020.0,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",
745,PlayerzPot,Gaming,Series A,3000000.0,Mumbai,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",2020.0,"Yogesh, Mitesh Gangar",Unknown,
746,Instamojo,FinTech,Seed,0.0,Bengaluru,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.",2020.0,"Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",
747,Turtlemint,Healthcare,Seed,30000000.0,Mumbai,Turtlemint has built Indian personalized insurance platform,2020.0,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",
748,Arata,E-Commerce,Series A,1000000.0,Delhi,Arata is an e-commerce site for beauty products and cosmetics.,2020.0,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,
749,MPL,Gaming,Seed,5000000.0,Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2020.0,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",
750,True Balance,FinTech,Seed,28000000.0,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,2020.0,"Cheolwon Lee, Jay Yi, Martin Lee","IBK Capital, SB Partners",
751,Thrive,Catering,Series A,0.0,Mumbai,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.",2020.0,"Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",
752,Kitchens Centre,Facilities Support Services,Series A,0.0,Delhi,Kitchens Centre offers turnkey solutions to cloud kitchens.,2020.0,Lakshay Jain,"Jonathan Swanson, Ankush Gera",
753,Prescribe,Healthcare,Seed,100000.0,Chennai,Provide online services to patients by leveraging WhatsApp.,2020.0,Nived Narayanan,Titan Capital,
754,Nepra,CleanTech,Series C,18000000.0,Ahmedabad,NEPRA Resource Management provides waste management solutions in India.,2020.0,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",
755,inFeedo,Saas,Seed,3200000.0,Gurugram,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",2020.0,Tanmaya Jain,"Peyush Bansal, Ritesh Malik",
756,Shilpa Sciences,Healthcare,Series A,0.0,Bengaluru,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,2020.0,Ashwin Lal,AngelList India,
757,Arzooo,IT,Seed,0.0,Bengaluru,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product",2020.0,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",
758,MindTickle,Saas,Seed,100000000.0,Pune,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,2020.0,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital",
759,Slice,FinTech,Seed,5000000.0,Bengaluru,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,2020.0,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",
760,Rapawalk,E-Commerce,Seed,300000.0,Bengaluru,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,2020.0,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",
761,Oga Fit's,Fitness,Series A,0.0,Bengaluru,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,2020.0,Ashish Rawat,9Unicorns,
762,LAVAL,Cosmetics,Series A,0.0,Bengaluru,"Laval Cosmetics, affordable makeup for all ages",2020.0,"Shrishti, Prithika",Jazal Group,
763,Stride Ventures,Finance,Seed,80000000.0,Delhi,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,2020.0,Ishpreet Gandhi,Small Industries Development Bank of India,
764,BlackSoil,FinTech,Seed,10000000.0,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,2020.0,Ankur Bansal,Unknown,
765,Biocon,Healthcare,Seed,15000000.0,Bengaluru,"Biocon is a healthcare and technology, company focused on biotechnology.",2020.0,Kiran Mazumdar-Shaw,Goldman Sachs,
766,Clientjoy,Saas,Series A,800000.0,Gujarat,Client Management Software For Modern Agencies.,2020.0,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",
767,Xpressbees,E-Commerce,Seed,100000000.0,Pune,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,2020.0,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",
768,GalaxyCard,FinTech,Seed,0.0,Gurugram,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,2020.0,"Amit Kumar, Gunjeet Singh",India Accelerator,
769,Wellness Forever,Healthcare,Seed,100000000.0,Mumbai,Wellness Forever is the one-stop destination for wellness,2020.0,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",
770,MoooFarm,AgTech,Seed,500000.0,Gurugram,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,2020.0,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",
771,BitClass,Saas,Seed,2000000.0,Bengaluru,BitClass is a PaaS solution which helps teachers set up their independent live classes,2020.0,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",
772,Gonuts,Media and Entertainment,Seed,400000.0,Mumbai,Personalised Video shoutouts from favourite celebrity.,2020.0,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",
773,Uolo,EdTech,Seed,2000000.0,Bengaluru,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,2020.0,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",
774,Kirana King,Business Development,Series A,900000.0,Jaipur,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",2020.0,Anup Kumar,Rajasthan Venture Capital Fund,
775,Jade Forest,Catering,Seed,250000.0,Delhi,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",2020.0,"Punweet Singh, Shuchir Suri",Unknown,
776,iKure,Healthcare,Seed,0.0,Kolkata,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,2020.0,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",
777,FrontRow,EdTech,Seed,3200000.0,Bengaluru,"Comprehensive courses, taught by idols.",2020.0,"Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",
